unix timestamp	doserate (uSv/h)	lat	lng	horizontal accuracy (radius of 68% confidence [m])	marker type (2-circle, 1-marker)	SE (1 Пѓ)[%]
1563531625	0.2099	53.664752960	37.134555817	5	2	14.июн
1563531647	0.1943	53.664772034	37.134517670	7	2	14.апр
1563531657	0.1965	53.664741516	37.134513855	6	2	15.янв
1563531679	0.1742	53.664722443	37.134513855	5	2	15.июн
1563531689	0.2188	53.664741516	37.134521484	4	2	14.0
1563531743	0.2590	53.664741516	37.134552002	6	2	13.фев
1563531775	0.2233	53.664714813	37.134540558	6	2	15.фев
1563531793	0.1511	53.664714813	37.134586334	7	2	16.апр
1563531861	0.2345	53.664745331	37.134552002	6	2	13.сен
1563531867	0.2032	53.664730072	37.134552002	6	2	14.янв
1563531961	0.3394	53.664726257	37.134506226	6	2	11.авг
1563532586	0.1898	53.664718628	37.134544373	4	2	14.июл
1563532750	0.2389	53.664737701	37.134510040	6	2	13.янв
1563532754	0.2412	53.664714813	37.134471893	6	2	14.янв
1563532756	0.2679	53.664707184	37.134441376	6	2	12.сен
1563532758	0.2345	53.664695740	37.134414673	6	2	14.апр
1563532762	0.3305	53.664669037	37.134414673	6	2	11.июн
1563532766	0.2724	53.664680481	37.134460449	7	2	12.авг
1563532768	0.2300	53.664684296	37.134490967	6	2	14.янв
1563532770	0.2389	53.664699554	37.134517670	7	2	13.июл
1563532776	0.2099	53.664726257	37.134536743	6	2	14.апр
1563532792	0.2300	53.664714813	37.134502411	6	2	14.янв
1563532796	0.2099	53.664688110	37.134460449	7	2	14.0
1563532800	0.2568	53.664653778	37.134426117	6	2	13.апр
1563532804	0.2501	53.664669037	37.134372711	6	2	13.0
1563532806	0.3885	53.664680481	37.134338379	7	2	10.июл
1563532810	0.3439	53.664684296	37.134292603	6	2	11.авг
1563532812	0.3461	53.664691925	37.134254456	7	2	11.июн
1563532814	0.3126	53.664695740	37.134212494	7	2	12.май
1563532816	0.3483	53.664699554	37.134178162	7	2	11.мар
1563532818	0.3171	53.664703369	37.134143829	7	2	12.янв
1563532820	0.3885	53.664714813	37.134109497	7	2	10.июл
1563532822	0.3126	53.664714813	37.134075165	6	2	12.апр
1563532824	0.3349	53.664718628	37.134037018	7	2	11.май
1563532826	0.3081	53.664718628	37.133998871	7	2	12.фев
1563532830	0.3528	53.664737701	37.133945465	7	2	11.мар
1563532832	0.3126	53.664749146	37.133914948	7	2	12.сен
1563532834	0.3282	53.664764404	37.133888245	8	2	12.0
1563532836	0.3885	53.664775848	37.133850098	7	2	10.июл
1563532838	0.3148	53.664783478	37.133823395	7	2	12.фев
1563532840	0.2568	53.664787292	37.133789063	8	2	13.фев
1563532844	0.4019	53.664791107	37.133716583	8	2	10.май
1563532846	0.3595	53.664806366	37.133686066	8	2	11.май
1563532848	0.2925	53.664825439	37.133663177	8	2	12.сен
1563532850	0.3751	53.664836884	37.133640289	7	2	10.сен
1563532854	0.3059	53.664859772	37.133617401	7	2	12.сен
1563532870	0.3617	53.664886475	37.133632660	6	2	11.янв
1563532872	0.3751	53.664897919	37.133598328	6	2	10.сен
1563532892	0.3930	53.664878845	37.133609772	6	2	10.июл
1563532898	0.3930	53.664901733	37.133617401	6	2	10.июл
1563532900	0.3930	53.664920807	37.133625031	6	2	10.июл
1563532902	0.4108	53.664939880	37.133636475	6	2	10.апр
1563532904	0.3751	53.664958954	37.133636475	7	2	11.апр
1563532908	0.3573	53.664993286	37.133605957	8	2	11.фев
1563533050	0.2702	53.665012360	37.133617401	7	2	12.апр
1563533092	0.3171	53.664997101	37.133632660	8	2	12.мар
1563533110	0.2345	53.664989471	37.133590698	17	2	14.апр
1563533111	0.2590	53.664981842	37.133556366	18	2	12.июл
1563533116	0.2434	53.664970398	37.133514404	18	2	14.0
1563533125	0.2590	53.664958954	37.133544922	20	2	13.апр
1563533145	0.2679	53.664951324	37.133613586	20	2	13.апр
1563533151	0.2545	53.664970398	37.133628845	14	2	13.май
1563533172	0.2278	53.664985657	37.133644104	14	2	15.фев
1563533184	0.2791	53.664966583	37.133647919	17	2	13.июл
1563533185	0.2345	53.664989471	37.133609772	16	2	13.июн
1563533189	0.2501	53.665016174	37.133594513	15	2	13.апр
1563533213	0.2992	53.664981842	37.133594513	16	2	12.июл
1563533247	0.3081	53.664932251	37.133590698	30	2	12.мар
1563533249	0.2791	53.664981842	37.133617401	19	2	12.авг
1563533258	0.2255	53.664993286	37.133575439	13	2	14.мар
1563533262	0.3014	53.664970398	37.133586884	13	2	12.мар
1563533268	0.2367	53.664970398	37.133621216	12	2	14.янв
1563533272	0.3104	53.664989471	37.133636475	13	2	12.фев
1563533302	0.2903	53.665008545	37.133651733	20	2	12.апр
1563533318	0.2590	53.664985657	37.133605957	12	2	13.июл
1563533384	0.3126	53.664985657	37.133575439	13	2	12.янв
1563533394	0.2568	53.664989471	37.133525848	16	2	13.фев
1563533404	0.2769	53.664955139	37.133525848	17	2	12.сен
1563533408	0.3528	53.664981842	37.133567810	15	2	11.июн
1563533414	0.2568	53.664993286	37.133514404	17	2	13.июн
1563533424	0.1987	53.665012360	37.133506775	21	2	14.0
1563533450	0.2523	53.664974213	37.133556366	16	2	13.апр
1563533452	0.2813	53.664993286	37.133586884	15	2	12.мар
1563533476	0.2635	53.664985657	37.133655548	21	2	13.янв
1563533500	0.3528	53.664989471	37.133625031	4	2	11.мар
1563535805	0.2992	53.665019989	37.133609772	6	2	12.май
1563535885	0.3707	53.665046692	37.133567810	7	2	11.мар
1563535889	0.3282	53.665077209	37.133563995	6	2	12.0
1563535893	0.3215	53.665092468	37.133541107	6	2	12.янв
1563535899	0.3483	53.665111542	37.133510590	6	2	11.авг
1563535903	0.3037	53.665134430	37.133480072	7	2	12.сен
1563535907	0.4019	53.665149689	37.133426666	6	2	10.май
1563535913	0.3171	53.665172577	37.133380890	6	2	12.0
1563535923	0.2657	53.665019989	37.133323669	28	2	13.фев
1563535925	0.2501	53.665142059	37.133258820	24	2	13.апр
1563535927	0.1987	53.665210724	37.133209229	24	2	16.0
1563536015	0.2233	53.665199280	37.133239746	5	2	13.сен
1563536058	0.3126	53.665142059	37.133277893	26	2	12.янв
1563536069	0.2836	53.665184021	37.133205414	15	2	12.мар
1563536109	0.2769	53.665161133	37.133213043	13	2	13.июл
1563536117	0.2568	53.665161133	37.133255005	18	2	13.апр
1563536125	0.3662	53.665142059	37.133274078	20	2	11.0
1563536128	0.2813	53.665126801	37.133258820	20	2	12.сен
1563536133	0.3014	53.665122986	37.133216858	18	2	12.янв
1563536134	0.3439	53.665122986	37.133186340	16	2	11.июн
1563536139	0.3640	53.665111542	37.133155823	15	2	11.апр
1563536151	0.3260	53.665122986	37.133125305	17	2	11.июл
1563536157	0.3081	53.665130615	37.133098602	16	2	12.0
1563536183	0.3193	53.665145874	37.133163452	24	2	11.сен
1563536191	0.4019	53.665130615	37.133140564	16	2	10.май
1563536199	0.2769	53.665138245	37.133193970	25	2	12.янв
1563536201	0.3327	53.665130615	37.133220673	28	2	11.сен
1563536202	0.3506	53.665115356	37.133285522	28	2	11.июн
1563536205	0.3796	53.665096283	37.133361816	30	2	10.авг
1563536206	0.3059	53.665073395	37.133380890	33	2	13.апр
1563536208	0.3662	53.665096283	37.133361816	27	2	11.0
1563536211	0.3416	53.665096283	37.133411407	28	2	11.сен
1563536213	0.3841	53.665111542	37.133377075	25	2	10.авг
1563536215	0.3037	53.665134430	37.133335114	21	2	12.мар
1563536223	0.3707	53.665149689	37.133285522	13	2	11.фев
1563536228	0.3483	53.665134430	37.133270264	17	2	11.мар
1563536243	0.3528	53.665119171	37.133247375	10	2	11.мар
1563536249	0.3238	53.665138245	37.133239746	15	2	11.июл
1563536254	0.3215	53.665115356	37.133243561	12	2	11.авг
1563536271	0.4466	53.665130615	37.133220673	11	2	10.0
1563536281	0.3148	53.665073395	37.133354187	34	2	12.фев
1563536283	0.3305	53.665096283	37.133342743	24	2	11.июн
1563536291	0.3662	53.665077209	37.133262634	14	2	11.0
1563536305	0.3104	53.665100098	37.133239746	16	2	12.фев
1563536315	0.2791	53.665119171	37.133209229	14	2	13.май
1563536321	0.3394	53.665138245	37.133220673	15	2	11.июл
1563536325	0.2813	53.665176392	37.133209229	14	2	12.апр
1563536337	0.3171	53.665142059	37.133235931	15	2	12.фев
1563536339	0.3104	53.665103912	37.133239746	15	2	12.0
1563536345	0.3483	53.665130615	37.133228302	14	2	11.июн
1563536357	0.3483	53.665115356	37.133243561	19	2	11.мар
1563536359	0.3461	53.665107727	37.133274078	18	2	11.июн
1563536367	0.3171	53.665073395	37.133266449	21	2	12.апр
1563536375	0.3640	53.665092468	37.133251190	16	2	11.апр
1563536377	0.3171	53.665111542	37.133239746	18	2	12.фев
1563536400	0.2970	53.665103912	37.133209229	15	2	12.июн
1563536406	0.2970	53.665088654	37.133251190	16	2	12.сен
1563536413	0.3528	53.665065765	37.133274078	15	2	11.мар
1563536417	0.3394	53.665054321	37.133312225	16	2	11.май
1563536433	0.3885	53.665073395	37.133346558	21	2	11.фев
1563536436	0.3148	53.665100098	37.133350372	18	2	12.апр
1563536445	0.3394	53.665096283	37.133289337	19	2	11.май
1563536451	0.3059	53.665069580	37.133293152	20	2	12.апр
1563536465	0.3483	53.665084839	37.133327484	23	2	11.мар
1563536469	0.2880	53.665077209	37.133388519	28	2	13.0
1563536471	0.3394	53.665054321	37.133411407	27	2	11.май
1563536477	0.3461	53.665054321	37.133380890	23	2	11.июл
1563536482	0.3372	53.665096283	37.133277893	15	2	11.сен
1563536486	0.3550	53.665096283	37.133308411	19	2	12.0
1563536495	0.2813	53.665061951	37.133335114	27	2	12.июн
1563536501	0.3528	53.665042877	37.133358002	25	2	11.мар
1563536503	0.3483	53.665019989	37.133380890	28	2	11.мар
1563536517	0.3930	53.665065765	37.133335114	18	2	11.фев
1563536523	0.3394	53.665050507	37.133270264	18	2	11.май
1563536525	0.2903	53.665088654	37.133270264	14	2	12.май
1563536533	0.2992	53.665126801	37.133258820	11	2	12.фев
1563538771	0.3349	53.665149689	37.133258820	2	2	11.май
1563539285	0.2233	53.665145874	37.133186340	29	2	13.июл
1563539723	0.3081	53.665149689	37.133243561	3	2	12.май
1563539745	0.2724	53.665126801	37.133304596	14	2	12.апр
1563539755	0.2925	53.665122986	37.133274078	12	2	12.июл
1563539761	0.3014	53.665138245	37.133243561	12	2	12.авг
1563539767	0.3796	53.665161133	37.133251190	11	2	10.авг
1563539819	0.2300	53.665168762	37.133289337	8	2	14.мар
1563539840	0.3059	53.665176392	37.133319855	8	2	12.апр
1563539846	0.3305	53.665164948	37.133354187	8	2	12.0
1563539850	0.3148	53.665164948	37.133392334	7	2	11.сен
1563539853	0.3617	53.665184021	37.133403778	9	2	11.янв
1563539857	0.3573	53.665172577	37.133445740	8	2	11.фев
1563539859	0.3528	53.665161133	37.133468628	8	2	11.мар
1563539863	0.3037	53.665145874	37.133495331	8	2	12.мар
1563539865	0.3550	53.665126801	37.133510590	8	2	11.май
1563539867	0.3104	53.665111542	37.133544922	9	2	12.фев
1563539871	0.3841	53.665096283	37.133594513	7	2	10.авг
1563539873	0.4287	53.665119171	37.133602142	8	2	10.фев
1563539875	0.3975	53.665134430	37.133621216	8	2	10.июн
1563539879	0.4108	53.665157318	37.133647919	7	2	10.апр
1563541717	0.3349	53.665142059	37.133682251	3	2	11.май
1563541730	0.3349	53.665180206	37.133689880	19	2	11.май
1563541738	0.3707	53.665119171	37.133743286	7	2	11.0
1563541757	0.3349	53.665149689	37.133796692	4	2	11.май
1563541761	0.3975	53.665130615	37.133754730	4	2	10.июн
1563541763	0.3729	53.665126801	37.133716583	4	2	11.сен
1563541769	0.4019	53.665134430	37.133743286	4	2	10.май
1563541773	0.3126	53.665153503	37.133785248	4	2	12.янв
1563541777	0.3439	53.665176392	37.133804321	4	2	11.апр
1563541781	0.4242	53.665195465	37.133834839	4	2	10.мар
1563541785	0.3662	53.665214539	37.133861542	4	2	11.0
1563541789	0.4064	53.665233612	37.133899689	4	2	10.май
1563541795	0.3975	53.665256500	37.133941650	4	2	10.июн
1563541799	0.3885	53.665290833	37.133937836	4	2	10.июл
1563541803	0.3707	53.665317535	37.133918762	4	2	11.0
1563541807	0.3662	53.665348053	37.133907318	4	2	11.0
1563541811	0.3573	53.665378571	37.133903503	3	2	11.апр
1563541813	0.3416	53.665397644	37.133888245	4	2	11.июл
1563541815	0.2858	53.665416718	37.133884430	3	2	12.июн
1563541819	0.2836	53.665451050	37.133911133	4	2	12.июл
1563541821	0.3662	53.665466309	37.133934021	3	2	11.0
1563541825	0.3506	53.665489197	37.133941650	3	2	11.сен
1563541827	0.3662	53.665508270	37.133937836	4	2	11.0
1563541829	0.4019	53.665527344	37.133926392	3	2	10.авг
1563541833	0.3885	53.665546417	37.133899689	3	2	10.июл
1563541839	0.2836	53.665569305	37.133872986	4	2	12.апр
1563541859	0.2367	53.665580750	37.133827209	4	2	13.фев
1563541913	0.2724	53.665557861	37.133872986	4	2	13.фев
1563541923	0.2635	53.665542603	37.133892059	3	2	13.май
1563541927	0.3573	53.665519714	37.133934021	3	2	11.май
1563541931	0.3483	53.665489197	37.133953094	4	2	11.мар
1563541935	0.3930	53.665462494	37.133945465	4	2	10.июл
1563541937	0.3483	53.665447235	37.133926392	4	2	11.мар
1563541941	0.3796	53.665435791	37.133892059	3	2	10.авг
1563541945	0.3751	53.665420532	37.133846283	4	2	10.сен
1563541949	0.3573	53.665405273	37.133811951	4	2	11.фев
1563541953	0.3349	53.665382385	37.133796692	4	2	11.авг
1563541959	0.4466	53.665355682	37.133785248	5	2	10.0
1563541963	0.4019	53.665340424	37.133754730	3	2	10.май
1563541971	0.3975	53.665336609	37.133720398	3	2	10.июн
1563541975	0.3260	53.665317535	37.133689880	3	2	11.июл
1563541979	0.3595	53.665290833	37.133659363	4	2	11.апр
1563541983	0.3528	53.665275574	37.133625031	4	2	11.мар
1563541993	0.3439	53.665252686	37.133632660	5	2	11.апр
1563541997	0.3349	53.665233612	37.133609772	4	2	11.май
1563542001	0.3796	53.665210724	37.133583069	4	2	10.авг
1563542005	0.3751	53.665195465	37.133567810	4	2	10.сен
1563542009	0.3439	53.665180206	37.133605957	4	2	12.0
1563542013	0.3573	53.665161133	37.133628845	3	2	11.май
1563542017	0.3640	53.665145874	37.133659363	4	2	11.мар
1563542055	0.4242	53.665134430	37.133686066	12	2	10.мар
1563542405	0.2970	53.665145874	37.133708954	7	2	12.мар
1563542409	0.4064	53.665115356	37.133720398	8	2	10.май
1563542412	0.3841	53.665092468	37.133739471	7	2	10.авг
1563542418	0.3528	53.665081024	37.133781433	5	2	11.мар
1563542422	0.4108	53.665054321	37.133754730	4	2	10.апр
1563542426	0.3372	53.665031433	37.133777618	3	2	11.сен
1563542428	0.4421	53.665016174	37.133781433	4	2	10.янв
1563542432	0.4108	53.664989471	37.133769989	3	2	10.апр
1563542436	0.3148	53.664958954	37.133758545	4	2	12.0
1563542440	0.3818	53.664928436	37.133724213	3	2	11.мар
1563542444	0.4153	53.664920807	37.133678436	3	2	10.апр
1563542452	0.3126	53.664905548	37.133636475	3	2	12.янв
1563542456	0.4019	53.664890289	37.133609772	5	2	10.май
1563542461	0.3550	53.664871216	37.133617401	6	2	11.май
1563542489	0.3841	53.664886475	37.133640289	6	2	11.апр
1563542491	0.3863	53.664905548	37.133655548	6	2	11.апр
1563542495	0.3305	53.664939880	37.133651733	6	2	12.сен
1563542497	0.3081	53.664958954	37.133640289	6	2	12.янв
1563542501	0.3841	53.664997101	37.133613586	7	2	10.авг
1563542505	0.3394	53.665016174	37.133598328	6	2	11.май
1563542506	0.3483	53.665035248	37.133609772	6	2	11.мар
1563542511	0.3617	53.665061951	37.133594513	6	2	11.янв
1563542515	0.3796	53.665081024	37.133609772	6	2	10.авг
1563542521	0.4421	53.665103912	37.133651733	7	2	10.янв
1563542527	0.3841	53.665134430	37.133670807	7	2	10.авг
1563542540	0.3305	53.665138245	37.133712769	6	2	11.авг
1563542545	0.3640	53.665142059	37.133754730	6	2	11.май
1563542549	0.3573	53.665168762	37.133792877	7	2	11.фев
1563542563	0.3394	53.665164948	37.133831024	6	2	11.май
1563542567	0.4242	53.665176392	37.133884430	7	2	10.мар
1563542571	0.3215	53.665199280	37.133911133	7	2	12.мар
1563542575	0.3416	53.665229797	37.133922577	7	2	12.0
1563542577	0.3617	53.665252686	37.133937836	8	2	11.май
1563542581	0.3528	53.665275574	37.133956909	8	2	11.мар
1563542585	0.3528	53.665309906	37.133975983	7	2	11.июн
1563542589	0.2992	53.665336609	37.133972168	7	2	12.янв
1563542591	0.3751	53.665355682	37.133964539	6	2	10.сен
1563542595	0.4242	53.665378571	37.133979797	7	2	10.мар
1563542599	0.3796	53.665397644	37.134029388	8	2	10.авг
1563542601	0.3930	53.665420532	37.134029388	8	2	10.июл
1563542605	0.3260	53.665458679	37.134052277	8	2	12.янв
1563542607	0.3483	53.665485382	37.134048462	8	2	11.мар
1563542611	0.3260	53.665508270	37.134002686	8	2	11.июл
1563542615	0.3215	53.665519714	37.133956909	7	2	11.авг
1563542617	0.2947	53.665531158	37.133926392	8	2	12.май
1563542621	0.3707	53.665546417	37.133907318	8	2	11.0
1563542625	0.2389	53.665573120	37.133899689	9	2	14.сен
1563542633	0.2367	53.665565491	37.133869171	9	2	13.сен
1563542653	0.1920	53.665584564	37.133819580	7	2	15.фев
1563542671	0.2099	53.665603638	37.133838654	12	2	14.апр
1563542721	0.2389	53.665611267	37.133808136	7	2	13.июн
1563542728	0.2746	53.665588379	37.133842468	8	2	13.0
1563542937	0.1965	53.665603638	37.133796692	7	2	14.июл
1563543003	0.3751	53.665584564	37.133800507	8	2	10.сен
1563543007	0.3751	53.665557861	37.133808136	13	2	10.сен
1563543011	0.2702	53.665534973	37.133773804	18	2	13.0
1563543013	0.3260	53.665508270	37.133758545	15	2	11.июл
1563543023	0.3349	53.665550232	37.133769989	20	2	11.май
1563543025	0.2992	53.665538788	37.133811951	20	2	12.июл
1563543029	0.3148	53.665515900	37.133804321	19	2	11.май
1563543039	0.2590	53.665580750	37.133739471	14	2	13.май
1563543045	0.2970	53.665561676	37.133766174	13	2	12.июн
1563543055	0.3104	53.665580750	37.133769989	14	2	12.май
1563543063	0.2925	53.665603638	37.133754730	16	2	12.мар
1563543065	0.3037	53.665588379	37.133777618	17	2	12.май
1563543067	0.2836	53.665569305	37.133796692	18	2	12.апр
1563543077	0.2858	53.665550232	37.133811951	19	2	13.фев
1563543083	0.2345	53.665512085	37.133773804	22	2	13.июн
1563543089	0.2412	53.665489197	37.133777618	18	2	14.янв
1563543095	0.2925	53.665515900	37.133831024	14	2	12.июл
1563543135	0.2166	53.665527344	37.133792877	17	2	14.апр
1563543157	0.3238	53.665542603	37.133888245	29	2	12.0
1563543159	0.3104	53.665550232	37.133930206	27	2	12.0
1563543161	0.2791	53.665542603	37.133899689	23	2	12.июл
1563543193	0.2813	53.665538788	37.133865356	18	2	12.янв
1563543205	0.2590	53.665554047	37.133815765	15	2	13.апр
1563543207	0.3126	53.665557861	37.133781433	16	2	11.авг
1563543211	0.2456	53.665542603	37.133750916	15	2	13.янв
1563543229	0.3104	53.665557861	37.133777618	22	2	12.авг
1563543237	0.3662	53.665580750	37.133789063	20	2	11.июн
1563543239	0.2724	53.665561676	37.133789063	20	2	12.июл
1563543259	0.2612	53.665504456	37.133773804	31	2	13.июл
1563543263	0.2903	53.665508270	37.133678436	23	2	12.мар
1563543275	0.3014	53.665485382	37.133735657	19	2	11.авг
1563543283	0.2791	53.665504456	37.133754730	20	2	13.янв
1563543297	0.3238	53.665531158	37.133789063	16	2	11.сен
1563543299	0.3997	53.665546417	37.133815765	19	2	11.янв
1563543309	0.2724	53.665569305	37.133777618	22	2	13.сен
1563543313	0.3349	53.665573120	37.133823395	20	2	12.0
1563543315	0.3394	53.665580750	37.133880615	22	2	11.май
1563543323	0.3148	53.665580750	37.133846283	18	2	12.фев
1563543329	0.2813	53.665588379	37.133815765	18	2	12.мар
1563543333	0.2590	53.665565491	37.133811951	18	2	13.июн
1563543339	0.3148	53.665580750	37.133831024	17	2	12.апр
1563543353	0.3506	53.665596008	37.133792877	23	2	11.май
1563543357	0.2568	53.665584564	37.133762360	23	2	13.июл
1563543361	0.2389	53.665576935	37.133724213	26	2	14.0
1563543365	0.2769	53.665554047	37.133708954	23	2	12.сен
1563543367	0.2635	53.665576935	37.133735657	20	2	12.авг
1563543369	0.2791	53.665561676	37.133750916	20	2	13.янв
1563543371	0.2501	53.665531158	37.133754730	20	2	14.янв
1563543379	0.3059	53.665554047	37.133747101	32	2	12.апр
1563543391	0.3059	53.665576935	37.133762360	30	2	12.фев
1563543393	0.3104	53.665519714	37.133758545	26	2	12.0
1563543395	0.3104	53.665500641	37.133747101	28	2	12.фев
1563543397	0.3461	53.665470123	37.133735657	27	2	11.май
1563543409	0.3238	53.665519714	37.133796692	24	2	12.мар
1563543423	0.2434	53.665458679	37.133773804	33	2	14.янв
1563543433	0.2992	53.665473938	37.133792877	40	2	12.янв
1563543437	0.2501	53.665473938	37.133827209	26	2	12.сен
1563543439	0.3439	53.665477753	37.133872986	25	2	11.май
1563543441	0.3372	53.665454865	37.133888245	27	2	12.янв
1563543445	0.2746	53.665470123	37.133838654	24	2	12.сен
1563543447	0.2769	53.665481567	37.133789063	22	2	12.авг
1563543448	0.2791	53.665493011	37.133754730	22	2	12.сен
1563543453	0.3238	53.665527344	37.133769989	16	2	12.фев
1563543493	0.3126	53.665557861	37.133834839	12	2	12.фев
1563543511	0.2858	53.665538788	37.133850098	6	2	12.май
1563544561	0.2679	53.665569305	37.133846283	4	2	13.сен
1563546759	0.3260	53.665569305	37.133811951	4	2	12.янв
1563546899	0.2121	53.665584564	37.133850098	3	2	14.янв
1563546919	0.2166	53.665576935	37.133903503	4	2	14.сен
1563546921	0.2032	53.665557861	37.133907318	3	2	13.июл
1563546925	0.3796	53.665542603	37.133937836	3	2	10.авг
1563546929	0.2947	53.665523529	37.133972168	3	2	12.янв
1563546933	0.3260	53.665508270	37.134017944	3	2	11.июл
1563546937	0.3037	53.665481567	37.134052277	4	2	12.май
1563546941	0.3885	53.665458679	37.134086609	4	2	10.июл
1563546943	0.3506	53.665443420	37.134105682	3	2	11.май
1563546945	0.2702	53.665428162	37.134128571	3	2	13.янв
1563546949	0.3774	53.665405273	37.134162903	4	2	11.июн
1563546957	0.3707	53.665382385	37.134166718	4	2	11.0
1563547227	0.3662	53.665363312	37.134174347	4	2	11.0
1563547293	0.3059	53.665382385	37.134159088	4	2	12.фев
1563548219	0.3081	53.665370941	37.134117126	4	2	12.янв
1563548259	0.3171	53.665348053	37.134159088	4	2	12.0
1563548261	0.2746	53.665332794	37.134181976	4	2	12.авг
1563548265	0.4443	53.665306091	37.134204865	5	2	10.авг
1563548269	0.3305	53.665275574	37.134201050	5	2	11.июн
1563548273	0.3751	53.665241241	37.134208679	4	2	10.сен
1563548275	0.3528	53.665218353	37.134212494	4	2	11.мар
1563548279	0.2836	53.665187836	37.134220123	4	2	12.сен
1563548283	0.4198	53.665153503	37.134220123	4	2	10.мар
1563548287	0.3841	53.665126801	37.134216309	5	2	10.авг
1563548291	0.3260	53.665103912	37.134231567	4	2	11.июл
1563548295	0.2992	53.665096283	37.134265900	4	2	12.авг
1563548301	0.3260	53.665073395	37.134319305	4	2	11.июл
1563548305	0.2836	53.665069580	37.134353638	4	2	12.июл
1563548311	0.3461	53.665046692	37.134391785	4	2	11.май
1563548321	0.3707	53.665054321	37.134357452	4	2	11.0
1563548327	0.3126	53.665046692	37.134307861	4	2	12.май
1563548331	0.3506	53.665039063	37.134269714	4	2	11.апр
1563548351	0.3707	53.665065765	37.134254456	4	2	11.0
1563548355	0.3439	53.665084839	37.134269714	5	2	11.апр
1563548361	0.2746	53.665061951	37.134307861	5	2	12.июн
1563548369	0.2702	53.665054321	37.134346008	4	2	13.апр
1563548393	0.3707	53.665039063	37.134376526	5	2	11.0
1563548411	0.2478	53.665050507	37.134426117	4	2	13.0
1563548415	0.3372	53.665061951	37.134452820	5	2	11.сен
1563548433	0.2970	53.665084839	37.134441376	4	2	12.авг
1563548439	0.3037	53.665088654	37.134407043	4	2	12.янв
1563548449	0.3483	53.665073395	37.134376526	4	2	11.мар
1563548455	0.3662	53.665092468	37.134384155	5	2	11.0
1563548491	0.3014	53.665096283	37.134414673	4	2	12.фев
1563548503	0.3215	53.665073395	37.134429932	5	2	11.авг
1563548601	0.2635	53.665073395	37.134426117	3	2	not provided
1563551018	0.3171	53.665088654	37.134407043	4	2	11.сен
1563551022	0.3126	53.665100098	37.134384155	5	2	12.мар
1563551034	0.3662	53.665088654	37.134422302	8	2	11.0
1563551040	0.3528	53.665065765	37.134441376	8	2	11.мар
1563551042	0.3930	53.665042877	37.134452820	9	2	10.июл
1563551054	0.3305	53.665031433	37.134510040	10	2	11.июн
1563551056	0.3595	53.665023804	37.134548187	9	2	11.мар
1563551060	0.3796	53.665008545	37.134582520	9	2	10.авг
1563551068	0.3238	53.664985657	37.134639740	11	2	12.0
1563551072	0.4064	53.664955139	37.134658813	10	2	10.май
1563551074	0.4778	53.664936066	37.134654999	10	2	09.июл
1563551082	0.2836	53.664886475	37.134666443	11	2	13.апр
1563551084	0.3394	53.664867401	37.134681702	12	2	11.май
1563551088	0.2880	53.664840698	37.134685516	10	2	12.май
1563551090	0.3037	53.664825439	37.134670258	10	2	12.мар
1563551092	0.2724	53.664810181	37.134643555	10	2	12.авг
1563551094	0.2657	53.664794922	37.134605408	9	2	13.апр
1563551096	0.2858	53.664779663	37.134567261	10	2	12.0
1563551098	0.2679	53.664764404	37.134532928	10	2	13.апр
1563551136	0.1831	53.664726257	37.134517670	8	2	15.авг
1563551144	0.2278	53.664718628	37.134563446	7	2	14.мар
1563551154	0.1831	53.664714813	37.134593964	10	2	14.июн
1563551158	0.1957	53.664695740	37.134624481	11	2	16.сен
1563551164	0.1444	53.664699554	37.134582520	8	2	16.сен
1563601440	0.2300	53.664642334	37.134433746	21	2	14.июл
1563601457	0.2144	53.664619446	37.134422302	4	2	14.июл
1563601479	0.1809	53.664649963	37.134395599	6	2	14.июл
1563601481	0.2322	53.664672852	37.134380341	6	2	14.мар
1563601485	0.3238	53.664710999	37.134349823	6	2	11.май
1563601487	0.2769	53.664730072	37.134338379	6	2	13.июн
1563601491	0.3528	53.664764404	37.134334564	6	2	11.мар
1563601493	0.4265	53.664783478	37.134342194	6	2	10.авг
1563601495	0.3305	53.664802551	37.134346008	6	2	12.0
1563601498	0.3349	53.664821625	37.134330750	6	2	12.май
1563601502	0.3975	53.664844513	37.134330750	6	2	10.июн
1563601504	0.4376	53.664863586	37.134319305	6	2	10.янв
1563601506	0.4466	53.664882660	37.134315491	7	2	10.0
1563601508	0.3707	53.664901733	37.134323120	6	2	11.0
1563601510	0.3349	53.664924622	37.134330750	7	2	11.авг
1563601512	0.3193	53.664943695	37.134330750	6	2	11.сен
1563601514	0.3930	53.664962769	37.134326935	6	2	10.июл
1563601516	0.3104	53.664985657	37.134346008	6	2	12.0
1563601518	0.3662	53.665004730	37.134357452	6	2	11.0
1563601520	0.3796	53.665023804	37.134357452	6	2	10.авг
1563601524	0.3059	53.665058136	37.134380341	7	2	12.апр
1563601526	0.3707	53.665081024	37.134387970	7	2	11.0
1563601530	0.2925	53.665103912	37.134391785	7	2	12.авг
1563601558	0.3595	53.665126801	37.134376526	3	2	11.апр
1563601598	0.3439	53.665100098	37.134384155	4	2	12.0
1563601723	0.3148	53.665119171	37.134391785	4	2	12.янв
1563607354	0.3327	53.665134430	37.134422302	5	2	12.фев
1563607378	0.3171	53.665161133	37.134387970	6	2	12.май
1563607382	0.3528	53.665176392	37.134357452	6	2	11.мар
