unix timestamp	doserate (uSv/h)	lat	lng	horizontal accuracy (radius of 68% confidence [m])	marker type (2-circle, 1-marker)	SE (1 Пѓ)[%]
1563607400	0.2992	53.665203094	37.134315491	5	2	12.авг
1563607404	0.2791	53.665218353	37.134281158	6	2	12.сен
1563607408	0.3104	53.665237427	37.134239197	7	2	12.0
1563607410	0.4376	53.665252686	37.134212494	6	2	10.янв
1563607414	0.3662	53.665264130	37.134166718	6	2	11.0
1563607420	0.3662	53.665260315	37.134136200	6	2	11.0
1563607424	0.4064	53.665264130	37.134078979	7	2	10.май
1563607426	0.3260	53.665264130	37.134044647	8	2	12.янв
1563607430	0.3617	53.665283203	37.133995056	7	2	11.янв
1563607445	0.2947	53.665267944	37.133968353	6	2	12.сен
1563607626	0.1809	53.665267944	37.133934021	5	2	15.апр
1563607654	0.2010	53.665256500	37.133907318	10	2	15.авг
1563610264	0.2836	53.665279388	37.133922577	4	2	12.авг
1563610276	0.2925	53.665294647	37.133911133	5	2	12.июл
1563610282	0.3841	53.665267944	37.133949280	6	2	10.авг
1563610284	0.4198	53.665287018	37.133968353	5	2	10.мар
1563610294	0.3707	53.665279388	37.134017944	4	2	11.0
1563610298	0.3573	53.665306091	37.134025574	4	2	11.фев
1563610300	0.3260	53.665328979	37.134033203	4	2	11.июл
1563610302	0.4064	53.665344238	37.134052277	3	2	10.май
1563610306	0.3305	53.665359497	37.134109497	4	2	11.июн
1563610308	0.4332	53.665374756	37.134128571	4	2	10.фев
1563610312	0.4287	53.665393829	37.134162903	3	2	10.фев
1563610316	0.4198	53.665405273	37.134212494	3	2	10.мар
1563610322	0.4198	53.665420532	37.134258270	3	2	10.мар
1563610326	0.3796	53.665428162	37.134296417	4	2	10.авг
1563610330	0.4019	53.665409088	37.134338379	4	2	10.май
1563610334	0.4064	53.665397644	37.134365082	3	2	10.май
1563610338	0.3573	53.665401459	37.134399414	4	2	11.фев
1563610342	0.4198	53.665420532	37.134437561	4	2	10.мар
1563610344	0.4332	53.665439606	37.134449005	4	2	10.авг
1563610350	0.3975	53.665462494	37.134471893	3	2	10.июн
1563610354	0.3863	53.665489197	37.134483337	3	2	11.мар
1563610358	0.3528	53.665512085	37.134494781	4	2	11.мар
1563610362	0.3930	53.665534973	37.134479523	4	2	10.июл
1563610366	0.3707	53.665557861	37.134483337	4	2	11.0
1563610370	0.3796	53.665584564	37.134490967	3	2	10.авг
1563610380	0.4064	53.665603638	37.134494781	6	2	10.май
1563610434	0.3528	53.665634155	37.134479523	6	2	11.мар
1563610436	0.2947	53.665615082	37.134464264	5	2	12.авг
1563610440	0.3796	53.665615082	37.134426117	3	2	10.авг
1563610444	0.2657	53.665618896	37.134380341	4	2	14.0
1563610450	0.3282	53.665637970	37.134323120	4	2	12.мар
1563610458	0.2211	53.665668488	37.134307861	4	2	14.мар
1563610472	0.2255	53.665645599	37.134288788	3	2	13.сен
1563610476	0.2144	53.665637970	37.134254456	3	2	14.янв
1563610480	0.2188	53.665618896	37.134258270	3	2	14.июн
1563610484	0.2523	53.665603638	37.134239197	3	2	13.сен
1563610488	0.4086	53.665584564	37.134216309	4	2	11.0
1563610492	0.3573	53.665569305	37.134201050	3	2	11.фев
1563610496	0.3104	53.665550232	37.134193420	3	2	12.апр
1563610500	0.3528	53.665538788	37.134159088	3	2	11.мар
1563610504	0.3327	53.665504456	37.134147644	3	2	11.июл
1563610508	0.3260	53.665493011	37.134120941	4	2	11.июл
1563610512	0.3349	53.665473938	37.134105682	3	2	11.май
1563610516	0.3305	53.665454865	37.134090424	3	2	11.июн
1563610520	0.2635	53.665428162	37.134101868	3	2	13.июн
1563610522	0.3975	53.665409088	37.134086609	3	2	10.июн
1563610526	0.4086	53.665386200	37.134040833	3	2	11.0
1563610530	0.3528	53.665355682	37.134017944	4	2	11.мар
1563610534	0.3483	53.665328979	37.134006500	3	2	11.мар
1563610540	0.3930	53.665294647	37.134014130	4	2	10.июл
1563610548	0.3349	53.665275574	37.134021759	3	2	12.0
1563610550	0.3148	53.665256500	37.134037018	4	2	12.0
1563610554	0.3550	53.665233612	37.134025574	4	2	11.май
1563610556	0.3394	53.665214539	37.134010315	4	2	11.май
1563610558	0.3617	53.665206909	37.133975983	4	2	11.мар
1563610562	0.3707	53.665180206	37.133987427	4	2	11.0
1563610566	0.3617	53.665164948	37.134033203	4	2	11.янв
1563610570	0.3372	53.665142059	37.134044647	4	2	12.0
1563610574	0.3349	53.665107727	37.134033203	3	2	11.июл
1563610578	0.4287	53.665081024	37.134033203	4	2	10.фев
1563610582	0.3818	53.665054321	37.134010315	4	2	11.фев
1563610586	0.3349	53.665046692	37.133960724	4	2	12.0
1563610590	0.3707	53.665019989	37.133953094	4	2	11.мар
1563610594	0.3439	53.664985657	37.133945465	3	2	11.апр
1563610596	0.3461	53.664966583	37.133941650	3	2	11.сен
1563610600	0.3885	53.664936066	37.133953094	3	2	11.янв
1563610604	0.3573	53.664913177	37.133926392	3	2	11.фев
1563610608	0.3305	53.664882660	37.133907318	3	2	12.0
1563610612	0.3573	53.664859772	37.133884430	3	2	11.фев
1563610618	0.3662	53.664836884	37.133895874	4	2	11.0
1563610624	0.3796	53.664829254	37.133930206	4	2	10.сен
1563610628	0.3126	53.664833069	37.133968353	3	2	12.янв
1563610632	0.3885	53.664836884	37.134021759	3	2	10.июл
1563610636	0.3573	53.664852142	37.134056091	4	2	11.фев
1563610638	0.3483	53.664871216	37.134071350	4	2	11.мар
1563610640	0.3104	53.664886475	37.134090424	4	2	12.0
1563610644	0.3841	53.664909363	37.134113312	4	2	11.фев
1563610648	0.3394	53.664928436	37.134147644	4	2	11.авг
1563610652	0.2925	53.664932251	37.134193420	3	2	12.апр
1563610656	0.3327	53.664939880	37.134243011	3	2	12.0
1563610658	0.3863	53.664958954	37.134254456	4	2	11.мар
1563610662	0.3327	53.664981842	37.134254456	4	2	12.0
1563610668	0.3841	53.664997101	37.134197235	4	2	10.авг
1563610672	0.3171	53.665008545	37.134155273	3	2	12.0
1563610676	0.3394	53.665012360	37.134109497	4	2	11.авг
1563610682	0.3617	53.665023804	37.134059906	5	2	11.янв
1563610686	0.3037	53.665027618	37.134014130	4	2	12.июн
1563610690	0.3260	53.665019989	37.133956909	4	2	12.янв
1563610694	0.3528	53.665027618	37.133903503	3	2	11.мар
1563610698	0.3573	53.665031433	37.133869171	4	2	11.фев
1563610700	0.3841	53.665046692	37.133857727	4	2	10.авг
1563610702	0.4153	53.665061951	37.133834839	3	2	10.апр
1563610706	0.3975	53.665088654	37.133846283	4	2	10.июн
1563610710	0.4287	53.665092468	37.133884430	3	2	10.фев
1563610714	0.3081	53.665115356	37.133895874	3	2	12.мар
1563610718	0.3483	53.665138245	37.133899689	3	2	11.мар
1563610722	0.3483	53.665164948	37.133888245	4	2	11.мар
1563610724	0.4734	53.665176392	37.133857727	4	2	10.апр
1563610728	0.4287	53.665184021	37.133808136	3	2	10.фев
1563610742	0.4153	53.665187836	37.133750916	3	2	10.апр
1563610748	0.3595	53.665218353	37.133743286	3	2	11.июн
1563610752	0.3528	53.665237427	37.133758545	4	2	11.мар
1563610758	0.4153	53.665256500	37.133781433	4	2	10.апр
1563610762	0.4108	53.665264130	37.133808136	3	2	10.апр
1563610766	0.3841	53.665267944	37.133842468	3	2	10.авг
1563610772	0.3751	53.665264130	37.133888245	4	2	10.сен
1563610778	0.2880	53.665264130	37.133918762	4	2	12.сен
1563613700	0.3796	53.665260315	37.133857727	7	2	10.авг
1563613704	0.3483	53.665287018	37.133804321	7	2	11.мар
1563613708	0.3662	53.665290833	37.133762360	7	2	11.0
1563613714	0.4108	53.665328979	37.133735657	8	2	10.апр
1563613716	0.3841	53.665348053	37.133739471	8	2	11.фев
1563613718	0.3707	53.665363312	37.133716583	6	2	11.0
1563613720	0.3394	53.665382385	37.133705139	7	2	11.май
1563613722	0.3573	53.665397644	37.133693695	8	2	11.фев
1563613732	0.3171	53.665405273	37.133605957	9	2	12.мар
1563613736	0.2947	53.665424347	37.133579254	8	2	12.июн
1563613740	0.2947	53.665435791	37.133541107	9	2	13.0
1563613744	0.2590	53.665428162	37.133495331	9	2	13.май
1563613746	0.2300	53.665409088	37.133472443	9	2	13.сен
1563613748	0.2612	53.665386200	37.133457184	9	2	13.0
1563613750	0.3171	53.665393829	37.133430481	9	2	12.0
1563613754	0.3416	53.665386200	37.133399963	8	2	11.июн
1563613758	0.3394	53.665405273	37.133377075	7	2	11.июл
1563613762	0.3528	53.665409088	37.133419037	7	2	11.мар
1563613790	0.2836	53.665428162	37.133430481	7	2	12.мар
1563613796	0.2903	53.665401459	37.133441925	7	2	12.май
1563613948	0.3081	53.665386200	37.133422852	7	2	12.мар
1563620904	0.3014	53.665405273	37.133441925	14	2	12.апр
1563620958	0.3841	53.665393829	37.133403778	7	2	10.авг
1563620970	0.3126	53.665401459	37.133453369	8	2	12.0
1563620974	0.3104	53.665401459	37.133491516	8	2	12.мар
1563620980	0.3081	53.665390015	37.133537292	9	2	12.май
1563620994	0.3126	53.665382385	37.133579254	7	2	12.май
1563620998	0.3528	53.665363312	37.133598328	8	2	11.мар
1563621002	0.4198	53.665351868	37.133628845	7	2	10.мар
1563621012	0.3215	53.665328979	37.133670807	7	2	11.авг
1563621016	0.3729	53.665302277	37.133697510	7	2	11.май
1563621018	0.3796	53.665287018	37.133728027	6	2	10.авг
1563621020	0.3573	53.665279388	37.133762360	6	2	11.фев
1563621022	0.4555	53.665271759	37.133792877	7	2	09.сен
1563621024	0.4153	53.665256500	37.133815765	6	2	10.апр
1563621028	0.3863	53.665252686	37.133865356	6	2	11.мар
1563621044	0.3394	53.665260315	37.133892059	5	2	11.май
1563621096	0.3372	53.665248871	37.133934021	5	2	12.0
1563621098	0.3461	53.665233612	37.133960724	6	2	11.сен
1563621100	0.3885	53.665222168	37.133983612	6	2	10.июл
1563621104	0.3796	53.665203094	37.134044647	6	2	10.авг
1563621106	0.3662	53.665199280	37.134078979	6	2	11.0
1563621108	0.4153	53.665191650	37.134113312	6	2	10.апр
1563621110	0.3975	53.665187836	37.134147644	5	2	10.июн
1563621114	0.3528	53.665168762	37.134197235	6	2	11.мар
1563621118	0.3595	53.665157318	37.134243011	6	2	11.май
1563621120	0.3260	53.665145874	37.134265900	6	2	11.июл
1563621124	0.3662	53.665130615	37.134315491	6	2	11.0
1563621126	0.3349	53.665115356	37.134330750	5	2	11.июл
1563621128	0.2724	53.665100098	37.134357452	5	2	13.май
1563621140	0.2099	53.665073395	37.134380341	7	2	15.авг
1563621144	0.3751	53.665042877	37.134380341	6	2	10.сен
1563621148	0.3260	53.665019989	37.134372711	5	2	12.янв
1563621152	0.3885	53.664989471	37.134361267	6	2	10.июл
1563621156	0.3684	53.664958954	37.134338379	6	2	11.май
1563621160	0.3372	53.664920807	37.134334564	6	2	11.май
1563621162	0.3662	53.664897919	37.134326935	7	2	11.0
1563621164	0.3171	53.664875031	37.134326935	6	2	12.мар
1563621166	0.3796	53.664855957	37.134338379	6	2	10.авг
1563621168	0.3528	53.664836884	37.134334564	6	2	11.мар
1563621172	0.3662	53.664802551	37.134338379	5	2	11.0
1563621174	0.3617	53.664779663	37.134342194	5	2	11.янв
1563621178	0.4287	53.664752960	37.134342194	6	2	10.авг
1563621182	0.3483	53.664726257	37.134357452	5	2	11.мар
1563621186	0.3014	53.664691925	37.134376526	5	2	12.июн
1563621188	0.3282	53.664669037	37.134395599	6	2	12.фев
1563621194	0.2456	53.664642334	37.134399414	5	2	14.0
1563621196	0.2121	53.664623260	37.134376526	5	2	14.июн
1563621198	0.2389	53.664608002	37.134361267	5	2	13.фев
1563621200	0.2144	53.664627075	37.134368896	6	2	14.июн
1563621202	0.2278	53.664642334	37.134387970	6	2	14.июл
1563621204	0.1719	53.664657593	37.134418488	6	2	15.апр
1563794732	0.1295	55.705348969	37.517108917	56	2	16.сен
1563794734	0.1436	55.705364227	37.517032623	58	2	16.сен
1563794738	0.1087	55.705348969	37.517009735	53	2	16.сен
1567755526	0.2635	53.664741516	37.134632111	3	2	not provided
1567755532	0.2188	53.664737701	37.134628296	3	2	not provided
1567755577	0.2478	53.664737701	37.134620667	5	2	13.июн
1567755581	0.3081	53.664775848	37.134624481	6	2	11.авг
1567755583	0.2970	53.664791107	37.134597778	5	2	12.авг
1567755587	0.3439	53.664810181	37.134544373	6	2	11.авг
1567755589	0.4309	53.664829254	37.134529114	6	2	10.мар
1567755593	0.4332	53.664863586	37.134540558	7	2	10.фев
1567755595	0.4019	53.664882660	37.134540558	6	2	10.май
1567755597	0.3662	53.664897919	37.134529114	6	2	11.0
1567755599	0.4064	53.664920807	37.134517670	6	2	10.май
1567755601	0.3930	53.664943695	37.134517670	6	2	10.июл
1567755607	0.4600	53.664970398	37.134498596	5	2	09.сен
1567755611	0.3707	53.665000916	37.134502411	3	2	11.0
1567755613	0.4242	53.665019989	37.134521484	4	2	10.мар
1567755615	0.4957	53.665035248	37.134552002	4	2	09.май
1567755617	0.4153	53.665050507	37.134582520	4	2	10.апр
1567755619	0.4064	53.665061951	37.134601593	4	2	10.май
1567755623	0.3707	53.665088654	37.134647369	4	2	11.0
1567755625	0.3751	53.665100098	37.134674072	4	2	10.сен
1567755627	0.4421	53.665107727	37.134700775	3	2	10.янв
1567755629	0.4332	53.665126801	37.134723663	4	2	10.фев
1567755633	0.4153	53.665153503	37.134742737	4	2	10.апр
1567755635	0.3930	53.665168762	37.134769440	3	2	10.июл
1567755637	0.3975	53.665191650	37.134788513	3	2	10.июн
1567755639	0.4734	53.665214539	37.134777069	4	2	09.июл
1567755641	0.4734	53.665214539	37.134735107	4	2	09.июл
1567755645	0.3930	53.665210724	37.134685516	4	2	10.июл
1567755649	0.3528	53.665206909	37.134635925	4	2	11.мар
1567755651	0.4108	53.665210724	37.134601593	4	2	10.апр
1567755655	0.4421	53.665225983	37.134567261	4	2	10.янв
1567755659	0.4778	53.665241241	37.134510040	4	2	09.июл
1567755661	0.4510	53.665248871	37.134479523	4	2	10.0
1567755663	0.3975	53.665264130	37.134456635	3	2	10.июн
1567755684	0.4600	53.665321350	37.134494781	7	2	09.сен
1567755690	0.4600	53.665344238	37.134532928	5	2	09.сен
1567755692	0.3930	53.665367126	37.134536743	5	2	10.июл
1567755696	0.4600	53.665393829	37.134532928	4	2	09.сен
1567755698	0.4555	53.665412903	37.134548187	4	2	09.сен
1567755700	0.4376	53.665431976	37.134552002	4	2	10.янв
1567755704	0.3394	53.665458679	37.134559631	4	2	11.май
1567755706	0.3841	53.665473938	37.134582520	4	2	10.авг
1567755708	0.3885	53.665496826	37.134590149	4	2	10.июл
1567755712	0.3707	53.665531158	37.134590149	4	2	11.0
1567755722	0.4421	53.665550232	37.134609222	4	2	10.янв
1567757222	0.3885	53.665565491	37.134624481	3	2	10.июл
1567757252	0.2903	53.665565491	37.134677887	4	2	12.июл
1567757254	0.4041	53.665550232	37.134704590	4	2	11.янв
1567757262	0.3796	53.665527344	37.134735107	4	2	10.авг
1567757264	0.3885	53.665508270	37.134735107	5	2	10.июл
1567757266	0.3841	53.665489197	37.134742737	4	2	10.авг
1567757268	0.3841	53.665473938	37.134761810	3	2	10.авг
1567757270	0.3550	53.665454865	37.134773254	3	2	11.май
1567757272	0.4287	53.665435791	37.134777069	4	2	10.фев
1567757274	0.3975	53.665424347	37.134799957	4	2	10.июн
1567757278	0.3975	53.665393829	37.134807587	4	2	10.июн
1567757282	0.4689	53.665363312	37.134819031	3	2	09.авг
1567757286	0.4064	53.665351868	37.134769440	4	2	10.май
1567757290	0.3439	53.665344238	37.134723663	4	2	11.апр
1567757294	0.3617	53.665340424	37.134674072	4	2	11.янв
1567757298	0.3975	53.665336609	37.134635925	4	2	10.июн
1567757302	0.5247	53.665340424	37.134681702	4	2	10.фев
1567757304	0.4242	53.665328979	37.134704590	3	2	10.мар
1567757318	0.3975	53.665355682	37.134727478	4	2	10.июн
1567757322	0.3394	53.665382385	37.134769440	5	2	11.май
1567757324	0.3908	53.665386200	37.134799957	4	2	10.авг
1567757328	0.4555	53.665390015	37.134864807	4	2	09.сен
1567757332	0.3841	53.665386200	37.134929657	4	2	10.авг
1567757334	0.4064	53.665378571	37.134960175	3	2	10.май
1567757338	0.4153	53.665393829	37.135002136	4	2	10.апр
1567757342	0.4019	53.665412903	37.135036469	3	2	10.май
1567757352	0.4912	53.665431976	37.135078430	4	2	09.май
1567757354	0.4868	53.665443420	37.135101318	4	2	09.июн
1567757356	0.4064	53.665454865	37.135128021	4	2	10.май
1567757358	0.4265	53.665466309	37.135158539	4	2	10.авг
1567757360	0.4108	53.665477753	37.135185242	4	2	10.апр
1567757362	0.3662	53.665489197	37.135211945	4	2	11.0
1567757366	0.3975	53.665504456	37.135253906	4	2	10.июн
1567757370	0.3841	53.665531158	37.135288239	4	2	10.авг
1567757374	0.3930	53.665538788	37.135337830	4	2	10.июл
1567757380	0.3617	53.665569305	37.135410309	4	2	11.янв
1567757384	0.3975	53.665580750	37.135433197	4	2	10.июн
1567757388	0.4064	53.665615082	37.135425568	4	2	10.май
1567757392	0.4019	53.665645599	37.135433197	4	2	10.май
1567757394	0.3707	53.665634155	37.135402679	5	2	11.0
1567757398	0.3841	53.665615082	37.135364532	4	2	10.авг
1567757400	0.3684	53.665615082	37.135334015	4	2	11.апр
1567757402	0.3930	53.665630341	37.135307312	4	2	10.июл
1567757404	0.3349	53.665630341	37.135269165	4	2	11.май
1567757410	0.3439	53.665641785	37.135181427	4	2	11.апр
1567757414	0.3305	53.665630341	37.135150909	4	2	11.июн
1567757418	0.3796	53.665611267	37.135139465	5	2	11.фев
1567757422	0.3528	53.665576935	37.135139465	4	2	11.мар
1567757426	0.4153	53.665546417	37.135112762	4	2	10.апр
1567757446	0.4242	53.665523529	37.135112762	4	2	10.мар
1567757454	0.4287	53.665508270	37.135082245	4	2	10.фев
1567757458	0.4332	53.665512085	37.135040283	4	2	10.фев
1567757462	0.4108	53.665500641	37.134994507	4	2	10.апр
1567757466	0.4153	53.665500641	37.134948730	4	2	10.апр
1567757470	0.4198	53.665489197	37.134899139	4	2	10.мар
1567757474	0.3930	53.665489197	37.134845734	4	2	10.июл
1567757478	0.3930	53.665477753	37.134803772	4	2	10.июл
1567757482	0.4778	53.665466309	37.134773254	4	2	09.июл
1567757484	0.3885	53.665458679	37.134742737	4	2	10.июл
1567757488	0.4332	53.665458679	37.134685516	4	2	10.фев
1567757492	0.3885	53.665454865	37.134651184	4	2	11.апр
1567757496	0.3841	53.665431976	37.134609222	4	2	10.авг
1567757500	0.3818	53.665412903	37.134593964	4	2	11.апр
1567757504	0.4064	53.665382385	37.134571075	4	2	10.май
1567757506	0.3751	53.665363312	37.134552002	4	2	10.сен
1567757510	0.3975	53.665336609	37.134513855	4	2	10.июн
1567757512	0.3796	53.665328979	37.134483337	5	2	10.авг
1567757514	0.3930	53.665332794	37.134452820	4	2	10.июл
1567757518	0.3885	53.665328979	37.134403229	4	2	10.июл
1567757520	0.4510	53.665328979	37.134372711	4	2	10.0
1567757524	0.4332	53.665340424	37.134323120	3	2	10.фев
1567757528	0.3841	53.665344238	37.134269714	4	2	10.авг
1567757532	0.4555	53.665374756	37.134258270	3	2	09.сен
1567757536	0.4600	53.665405273	37.134262085	3	2	09.сен
1567757540	0.3439	53.665435791	37.134239197	3	2	11.апр
1567757544	0.4466	53.665470123	37.134254456	3	2	10.0
1567757548	0.3975	53.665493011	37.134292603	4	2	10.июн
1567757552	0.4019	53.665515900	37.134334564	3	2	10.май
1567757554	0.3796	53.665515900	37.134365082	4	2	10.авг
1567757558	0.3841	53.665515900	37.134407043	4	2	10.авг
1567757562	0.4332	53.665531158	37.134452820	4	2	10.фев
1567757564	0.4778	53.665538788	37.134490967	4	2	09.июл
1567757568	0.3662	53.665538788	37.134544373	4	2	11.0
1567757572	0.4019	53.665538788	37.134582520	4	2	10.май
1567757578	0.4153	53.665565491	37.134590149	4	2	10.апр
1567760739	0.3483	53.665569305	37.134632111	4	2	11.мар
1567760743	0.3193	53.665573120	37.134662628	4	2	12.фев
1567760745	0.3707	53.665580750	37.134693146	4	2	11.0
1567760748	0.4064	53.665588379	37.134719849	5	2	10.май
1567760753	0.4510	53.665592194	37.134769440	5	2	10.0
1567760757	0.4064	53.665596008	37.134815216	4	2	10.май
1567760759	0.3684	53.665603638	37.134845734	4	2	11.июн
1567760763	0.3483	53.665626526	37.134887695	4	2	11.мар
1567760767	0.4064	53.665645599	37.134868622	4	2	10.май
1567760789	0.3751	53.665637970	37.134891510	4	2	10.сен
1567760807	0.3171	53.665611267	37.134918213	4	2	11.сен
1567760811	0.3975	53.665599823	37.134971619	4	2	10.июн
1567760815	0.4332	53.665573120	37.134979248	4	2	10.фев
1567760819	0.3573	53.665565491	37.135036469	5	2	11.фев
1567760823	0.3394	53.665546417	37.135066986	4	2	11.май
1567761295	0.3796	53.665538788	37.135097504	5	2	10.авг
1567762459	0.4421	53.665565491	37.135147095	3	2	10.янв
1567762463	0.4198	53.665576935	37.135189056	3	2	10.мар
1567762467	0.4466	53.665588379	37.135227203	3	2	10.0
1567762469	0.3662	53.665588379	37.135257721	3	2	11.0
1567762473	0.3193	53.665618896	37.135269165	3	2	12.0
1567762477	0.3617	53.665645599	37.135292053	4	2	11.янв
1567762481	0.3349	53.665649414	37.135345459	3	2	11.май
1567762485	0.3305	53.665637970	37.135406494	3	2	12.0
1567762487	0.4421	53.665645599	37.135440826	3	2	10.янв
1567762489	0.3617	53.665657043	37.135467529	3	2	11.янв
1567762491	0.3707	53.665676117	37.135482788	3	2	11.0
1567762493	0.3796	53.665691376	37.135467529	4	2	10.авг
1567762497	0.3930	53.665695190	37.135509491	4	2	10.июл
1567762501	0.4287	53.665699005	37.135559082	3	2	10.фев
1567762505	0.3684	53.665725708	37.135589600	3	2	11.янв
1567762511	0.2992	53.665740967	37.135601044	3	2	12.июл
1567762521	0.2992	53.665733337	37.135627747	4	2	12.апр
1567762523	0.3394	53.665725708	37.135658264	4	2	11.май
1567762527	0.3707	53.665718079	37.135711670	3	2	11.0
1567762531	0.3707	53.665699005	37.135730743	4	2	11.0
1567762535	0.4041	53.665676117	37.135719299	3	2	11.мар
1567762539	0.3595	53.665649414	37.135684967	4	2	11.май
1567762543	0.3394	53.665630341	37.135643005	4	2	11.май
1567762547	0.5002	53.665599823	37.135612488	3	2	09.апр
1567762551	0.3885	53.665580750	37.135559082	3	2	10.июл
1567762557	0.3126	53.665596008	37.135597229	3	2	12.0
1567762563	0.4466	53.665569305	37.135581970	3	2	10.0
1567762567	0.4555	53.665546417	37.135547638	3	2	09.сен
1567762577	0.3975	53.665523529	37.135532379	3	2	10.июн
1567762581	0.4153	53.665527344	37.135490417	3	2	10.апр
1567762585	0.4153	53.665519714	37.135448456	3	2	10.апр
1567762589	0.3952	53.665519714	37.135402679	3	2	11.янв
1567762593	0.4198	53.665523529	37.135368347	3	2	10.мар
1567762597	0.3930	53.665512085	37.135318756	3	2	10.июл
1567762599	0.4108	53.665515900	37.135288239	3	2	10.апр
1567762603	0.3796	53.665515900	37.135242462	3	2	10.авг
1567762607	0.3841	53.665512085	37.135211945	3	2	10.авг
1567762609	0.4153	53.665496826	37.135181427	4	2	10.апр
1567762613	0.4108	53.665485382	37.135143280	3	2	10.апр
1567762617	0.3707	53.665470123	37.135097504	3	2	11.0
1567762619	0.3975	53.665454865	37.135078430	4	2	10.июн
1567762623	0.4153	53.665431976	37.135055542	3	2	10.апр
1567762625	0.5046	53.665428162	37.135025024	3	2	09.апр
1567762627	0.4041	53.665435791	37.134994507	3	2	11.май
1567762633	0.4242	53.665451050	37.134963989	4	2	10.мар
1567762637	0.4778	53.665447235	37.134922028	3	2	09.июл
1567762641	0.4510	53.665431976	37.134883881	3	2	10.0
1567762645	0.3930	53.665416718	37.134841919	3	2	11.фев
1567762647	0.4019	53.665420532	37.134811401	3	2	10.май
1567762651	0.3930	53.665412903	37.134769440	3	2	10.июл
1567762653	0.3841	53.665405273	37.134738922	3	2	10.авг
1567762657	0.3975	53.665401459	37.134693146	4	2	10.июн
1567762661	0.3260	53.665397644	37.134651184	4	2	11.июл
1567762665	0.3930	53.665374756	37.134658813	3	2	10.июл
1567762669	0.4376	53.665351868	37.134689331	3	2	10.янв
1567762673	0.3930	53.665332794	37.134696960	3	2	10.июл
1567762679	0.4555	53.665287018	37.134674072	3	2	09.сен
1567762683	0.4108	53.665256500	37.134666443	3	2	10.апр
1567762685	0.4466	53.665241241	37.134647369	3	2	10.0
1567762689	0.3930	53.665210724	37.134635925	3	2	10.июл
1567762693	0.3796	53.665180206	37.134613037	3	2	10.авг
1567762697	0.3506	53.665149689	37.134590149	4	2	11.май
1567762701	0.4019	53.665134430	37.134552002	3	2	10.май
1567762705	0.4287	53.665111542	37.134510040	4	2	10.фев
1567762707	0.4332	53.665111542	37.134479523	3	2	10.фев
1567762711	0.3975	53.665138245	37.134471893	4	2	10.июн
1567762713	0.3439	53.665157318	37.134479523	4	2	11.апр
1567762717	0.4064	53.665176392	37.134525299	3	2	10.май
1567762723	0.3305	53.665206909	37.134498596	3	2	11.июн
1567762727	0.3483	53.665229797	37.134529114	3	2	11.мар
1567762731	0.3930	53.665248871	37.134548187	3	2	10.июл
1567762735	0.3796	53.665275574	37.134559631	4	2	10.авг
1567762739	0.3930	53.665298462	37.134536743	3	2	10.июл
1567762743	0.3885	53.665309906	37.134490967	3	2	10.июл
1567762747	0.3528	53.665321350	37.134437561	4	2	12.0
1567762751	0.4242	53.665344238	37.134433746	3	2	10.мар
1567762753	0.4510	53.665355682	37.134456635	3	2	10.0
1567762757	0.4064	53.665382385	37.134471893	3	2	10.май
1567762761	0.3439	53.665412903	37.134498596	4	2	11.апр
1567762765	0.4376	53.665435791	37.134502411	4	2	10.июл
1567762769	0.4466	53.665458679	37.134532928	3	2	10.0
1567762773	0.4376	53.665489197	37.134525299	3	2	10.янв
1567762775	0.4600	53.665512085	37.134513855	4	2	09.сен
1567762779	0.4376	53.665538788	37.134483337	3	2	10.янв
1567762781	0.4421	53.665557861	37.134494781	3	2	10.янв
1567762785	0.4108	53.665588379	37.134513855	3	2	10.апр
1567762789	0.4064	53.665615082	37.134548187	4	2	10.май
1567762793	0.3573	53.665637970	37.134529114	4	2	11.фев
1567762797	0.3439	53.665664673	37.134525299	4	2	11.апр
1567762801	0.2992	53.665691376	37.134502411	4	2	12.июл
1567762813	0.2300	53.665679932	37.134574890	4	2	14.0
1567762817	0.2278	53.665679932	37.134613037	4	2	13.апр
1567762825	0.3238	53.665676117	37.134666443	4	2	12.0
1567762833	0.3528	53.665679932	37.134704590	4	2	11.мар
1567762839	0.3416	53.665672302	37.134742737	3	2	11.июл
1567762849	0.3215	53.665657043	37.134788513	3	2	11.авг
1567762855	0.3104	53.665637970	37.134807587	3	2	12.фев
1567762871	0.3885	53.665653229	37.134826660	3	2	10.июл
1567762877	0.3617	53.665641785	37.134868622	3	2	11.янв
1567762881	0.4689	53.665630341	37.134910583	3	2	09.авг
1567762887	0.3930	53.665634155	37.134967804	3	2	10.июл
1567762891	0.3751	53.665649414	37.135009766	3	2	10.сен
1567762895	0.3751	53.665641785	37.135051727	3	2	10.сен
1567762901	0.3126	53.665657043	37.135089874	3	2	12.май
1567762917	0.3796	53.665657043	37.135128021	3	2	10.авг
1567762919	0.3662	53.665657043	37.135162354	3	2	11.май
1567762923	0.3439	53.665649414	37.135204315	3	2	11.апр
1567762927	0.3439	53.665657043	37.135238647	3	2	11.июн
1567762931	0.3908	53.665660858	37.135280609	4	2	11.0
1567762935	0.3215	53.665679932	37.135272980	4	2	12.0
1567762961	0.3975	53.665653229	37.135269165	4	2	10.июн
1567762965	0.3573	53.665622711	37.135257721	4	2	11.май
